id	label	description	x	y	cluster	weight<Links>	weight<Total link strength>	weight<No. pub.>	score<Avg. pub. year>	weight<No. sentences>	weight<No. results 00: all valid queries>	weight<No. results 06: contradict* + studies>	weight<No. results 07: contradict* + results>	weight<No. results 14: contrast* + ideas>	weight<No. results 17: contrary + results>	weight<No. results 21: conflict* + studies>	weight<No. results 26: disagree* + studies>	weight<No. results 27: disagree* + results>	weight<No. results 36: controvers* + studies>	weight<No. results 37: controvers* + results>	weight<No. results 38: controvers* + methods>	weight<No. results 39: controvers* + ideas>	weight<No. results 40: controvers* + standalone>	weight<No. results 41: disprov* + studies>	weight<No. results 51: debat* + studies>	weight<No. results 52: debat* + results>	weight<No. results 53: debat* + methods>	weight<No. results 55: debat* + standalone>	weight<No. results 56: no consensus + studies>	weight<No. results 57: no consensus + results>	weight<No. results 58: no consensus + methods>	weight<No. results 59: no consensus + ideas>	weight<No. results 60: no consensus + standalone>	weight<No. results 63: questionable + methods>	weight<Share results 00: all valid queries>	weight<Share results 06: contradict* + studies>	weight<Share results 07: contradict* + results>	weight<Share results 14: contrast* + ideas>	weight<Share results 17: contrary + results>	weight<Share results 21: conflict* + studies>	weight<Share results 26: disagree* + studies>	weight<Share results 27: disagree* + results>	weight<Share results 36: controvers* + studies>	weight<Share results 37: controvers* + results>	weight<Share results 38: controvers* + methods>	weight<Share results 39: controvers* + ideas>	weight<Share results 40: controvers* + standalone>	weight<Share results 41: disprov* + studies>	weight<Share results 51: debat* + studies>	weight<Share results 52: debat* + results>	weight<Share results 53: debat* + methods>	weight<Share results 55: debat* + standalone>	weight<Share results 56: no consensus + studies>	weight<Share results 57: no consensus + results>	weight<Share results 58: no consensus + methods>	weight<Share results 59: no consensus + ideas>	weight<Share results 60: no consensus + standalone>	weight<Share results 63: questionable + methods>	score<00: all valid queries>	score<06: contradict* + studies>	score<07: contradict* + results>	score<14: contrast* + ideas>	score<17: contrary + results>	score<21: conflict* + studies>	score<26: disagree* + studies>	score<27: disagree* + results>	score<36: controvers* + studies>	score<37: controvers* + results>	score<38: controvers* + methods>	score<39: controvers* + ideas>	score<40: controvers* + standalone>	score<41: disprov* + studies>	score<51: debat* + studies>	score<52: debat* + results>	score<53: debat* + methods>	score<55: debat* + standalone>	score<56: no consensus + studies>	score<57: no consensus + results>	score<58: no consensus + methods>	score<59: no consensus + ideas>	score<60: no consensus + standalone>	score<63: questionable + methods>
668	668	<table><tr><td>Meso-level field:</td><td>668</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>physics of plasmas; physical review e; physica a-statistical mechanics and its applications; physics letters a; physica scripta</td></tr><tr><td>Terms:</td><td>complex plasma; dusty plasma; dust acoustic wafe; ion acoustic solitary wafe; dust grain</td></tr><tr><td>No. of pub.:</td><td>10837</td></tr><tr><td>Avg. pub. year:</td><td>2007.91</td></tr></table>	1.2591	0.0427	3	514	50779	10837	2007.9115	37094	81	1	8	5	3	0	0	3	1	2	0	1	31	0	5	2	0	30	0	0	0	0	1	0	0.002183642	2.69585E-05	0.000215668	0.000134793	8.08756E-05	0	0	8.08756E-05	2.69585E-05	5.39171E-05	0	2.69585E-05	0.000835715	0	0.000134793	5.39171E-05	0	0.000808756	0	0	0	0	2.69585E-05	0	-0.50047592	-2.307593962	-0.750435332	1.328816574	-1.204363637	-100	-100	-0.097736	-1.638961912	-0.974309444	-100	1.072365571	-0.328371347	-100	1.252505613	0.783422515	-100	-0.322555823	-100	-100	-100	-100	-2.008407053	-100
669	669	<table><tr><td>Meso-level field:</td><td>669</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Journals:</td><td>applied physics letters; ieee electron device letters; journal of applied physics; ieee transactions on electron devices; japanese journal of applied physics</td></tr><tr><td>Terms:</td><td>memristor; resistive; resistive switching; resistive random access memory; cmos image sensor</td></tr><tr><td>No. of pub.:</td><td>8918</td></tr><tr><td>Avg. pub. year:</td><td>2010.4</td></tr></table>	1.0406	-0.2982	3	584	69643	8918	2010.4039	24278	35	1	5	0	0	0	0	0	0	0	0	0	9	0	1	1	0	18	0	0	1	0	2	0	0.001441634	4.11896E-05	0.000205948	0	0	0	0	0	0	0	0	0	0.000370706	0	4.11896E-05	4.11896E-05	0	0.000741412	0	0	4.11896E-05	0	8.23791E-05	0	-1.099506637	-1.696057692	-0.816970968	-100	-100	-100	-100	-100	-100	-100	-100	-100	-1.501106386	-100	-0.457886212	0.394958785	-100	-0.447985148	-100	-100	2.973302514	-100	-0.396870783	-100
670	670	<table><tr><td>Meso-level field:</td><td>670</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Social sciences and humanities</td></tr><tr><td>Journals:</td><td>journal of attention disorders; journal of the american academy of child and adolescent psychiatry; journal of child and adolescent psychopharmacology; journal of abnormal child psychology; research in developmental disabilities</td></tr><tr><td>Terms:</td><td>developmental coordination disorder; adult adhd; attention deficit hyperactivity disorder; adhd; stimulant medication</td></tr><tr><td>No. of pub.:</td><td>13322</td></tr><tr><td>Avg. pub. year:</td><td>2008.94</td></tr></table>	-0.6044	0.4532	2	642	196223	13322	2008.9388	114124	611	35	89	10	43	45	9	6	17	27	3	0	196	1	16	6	5	180	2	0	1	0	21	0	0.005353826	0.000306684	0.000779853	8.7624E-05	0.000376783	0.000394308	7.88616E-05	5.25744E-05	0.000148961	0.000236585	2.62872E-05	0	0.00171743	8.7624E-06	0.000140198	5.25744E-05	4.3812E-05	0.001577232	1.75248E-05	0	8.7624E-06	0	0.00018401	0	0.793358181	1.20034459	1.103953633	0.707472109	1.015594152	1.376384976	1.029640685	-0.719080465	0.827156464	1.159233593	0.373369938	-100	0.710797721	2.239430318	1.309233053	0.74704055	1.275449541	0.641062212	0.941414843	-100	0.740421778	-100	0.762565905	-100
671	671	<table><tr><td>Meso-level field:</td><td>671</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Journals:</td><td>public administration review; public administration; government information quarterly; journal of public administration research and theory; administration & society</td></tr><tr><td>Terms:</td><td>public service motivation; e government; public administration; public management; perceived stress scale</td></tr><tr><td>No. of pub.:</td><td>12314</td></tr><tr><td>Avg. pub. year:</td><td>2008.7</td></tr></table>	-0.2503	0.7754	1	575	77740	12314	2008.7042	51303	407	5	21	8	5	7	0	2	1	4	1	1	86	0	16	5	4	266	2	0	1	0	12	0	0.007933259	9.74602E-05	0.000409333	0.000155936	9.74602E-05	0.000136444	0	3.89841E-05	1.9492E-05	7.79682E-05	1.9492E-05	1.9492E-05	0.001676315	0	0.000311873	9.74602E-05	7.79682E-05	0.005184882	3.89841E-05	0	1.9492E-05	0	0.000233904	0	1.360701718	-0.45352321	0.174024747	1.539031136	-0.935255386	-0.154626077	-100	-1.150555844	-2.106819255	-0.442166787	-0.058105441	0.604508228	0.675839754	-100	2.462720175	1.637493267	2.107008568	2.357978673	2.094901965	-100	1.893908901	-100	1.108698105	-100
672	672	<table><tr><td>Meso-level field:</td><td>672</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Life and earth sciences</td></tr><tr><td>Journals:</td><td>european journal of wood and wood products; holzforschung; forest products journal; bioresources; journal of applied polymer science</td></tr><tr><td>Terms:</td><td>wood density; cca; wood property; timber; wood plastic composite</td></tr><tr><td>No. of pub.:</td><td>21251</td></tr><tr><td>Avg. pub. year:</td><td>2009.06</td></tr></table>	0.6489	-0.1933	3	680	112701	21251	2009.0585	110133	140	9	33	2	23	3	1	14	5	1	3	1	35	0	2	0	0	23	0	0	0	0	1	1	0.00127119	8.17194E-05	0.000299638	1.81599E-05	0.000208838	2.72398E-05	9.07993E-06	0.000127119	4.53997E-05	9.07993E-06	2.72398E-05	9.07993E-06	0.000317798	0	1.81599E-05	0	0	0.000208838	0	0	0	0	9.07993E-06	9.07993E-06	-1.281031973	-0.707658027	-0.276030279	-1.563100587	0.164246752	-2.479150221	-2.088928917	0.554667355	-0.887022883	-3.54429851	0.424725337	-0.497623495	-1.723273707	-100	-1.639411548	-100	-100	-2.275873529	-100	-100	-100	-100	-3.578396119	0.14373184
673	673	<table><tr><td>Meso-level field:</td><td>673</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>thermochimica acta; journal of thermal analysis and calorimetry; journal of rare earths; biological trace element research; geochimica et cosmochimica acta</td></tr><tr><td>Terms:</td><td>microcalorimetric study; isothermal microcalorimetry; ferromanganese crust; la3; rare earth element geochemistry</td></tr><tr><td>No. of pub.:</td><td>3244</td></tr><tr><td>Avg. pub. year:</td><td>2007.54</td></tr></table>	0.368	-0.108	4	644	37067	3244	2007.537	34098	93	5	11	1	6	1	3	11	1	3	0	0	26	0	2	1	1	31	0	0	0	0	2	1	0.002727433	0.000146636	0.0003226	2.93272E-05	0.000175963	2.93272E-05	8.79817E-05	0.0003226	2.93272E-05	8.79817E-05	0	0	0.000762508	0	5.86545E-05	2.93272E-05	2.93272E-05	0.000909144	0	0	0	0	5.86545E-05	2.93272E-05	-0.179668385	0.13583286	-0.169504986	-0.871612794	-0.08286491	-2.372624928	1.187521377	1.898231845	-1.517463185	-0.267848216	-100	-100	-0.460629212	-100	0.052076245	-0.095078758	0.696364638	-0.153751381	-100	-100	-100	-100	-0.886908326	1.835219633
674	674	<table><tr><td>Meso-level field:</td><td>674</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Journals:</td><td>professional psychology-research and practice; training and education in professional psychology; journal of marital and family therapy; journal of family therapy; counseling psychologist</td></tr><tr><td>Terms:</td><td>professional psychology; multicultural counseling competence; prescription privilege; family therapist; scientist practitioner model</td></tr><tr><td>No. of pub.:</td><td>5089</td></tr><tr><td>Avg. pub. year:</td><td>2007.56</td></tr></table>	-0.6016	0.609	1	354	29229	5089	2007.5608	4211	27	1	3	0	5	1	0	0	0	0	0	0	6	0	0	2	1	11	0	0	0	0	1	0	0.006411779	0.000237473	0.00071242	0	0.001187366	0.000237473	0	0	0	0	0	0	0.00142484	0	0	0.000474947	0.000237473	0.002612206	0	0	0	0	0.000237473	0	1.053512646	0.831357106	0.973478236	-100	2.671553025	0.644827412	-100	-100	-100	-100	-100	-100	0.441345911	-100	-100	3.922373583	3.713816979	1.368936267	-100	-100	-100	-100	1.130544015	-100
675	675	<table><tr><td>Meso-level field:</td><td>675</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>lecture notes in computer science; optics communications; ieee transactions on information forensics and security; multimedia tools and applications; optical engineering</td></tr><tr><td>Terms:</td><td>image encryption; image watermarking; reversible data hiding; steganalysis; steganography</td></tr><tr><td>No. of pub.:</td><td>8990</td></tr><tr><td>Avg. pub. year:</td><td>2008.97</td></tr></table>	0.9326	0.4007	5	550	21190	8990	2008.9689	52046	16	0	6	1	0	0	0	1	2	0	0	0	3	0	1	0	0	4	0	0	0	0	1	0	0.00030742	0	0.000115283	1.92138E-05	0	0	0	1.92138E-05	3.84275E-05	0	0	0	5.76413E-05	0	1.92138E-05	0	0	7.68551E-05	0	0	0	0	1.92138E-05	0	-3.328927364	-100	-1.654074272	-1.481712962	-100	-100	-100	-2.171299942	-1.127563353	-100	-100	-100	-4.186206598	-100	-1.558023923	-100	-100	-3.71804786	-100	-100	-100	-100	-2.497008494	-100
676	676	<table><tr><td>Meso-level field:</td><td>676</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Journals:</td><td>food additives and contaminants part a-chemistry analysis control exposure & risk assessment; food control; international journal of food microbiology; journal of agricultural and food chemistry; world mycotoxin journal</td></tr><tr><td>Terms:</td><td>ochratoxin; aflatoxin; zearalenone; deoxynivalenol; mycotoxin</td></tr><tr><td>No. of pub.:</td><td>16391</td></tr><tr><td>Avg. pub. year:</td><td>2008.75</td></tr></table>	-0.0545	-0.1651	4	704	137078	16391	2008.7516	128901	283	20	57	0	35	14	6	18	7	19	1	1	101	0	3	2	0	40	0	0	1	0	3	1	0.002195483	0.000155158	0.0004422	0	0.000271526	0.00010861	4.65474E-05	0.000139642	5.43052E-05	0.0001474	7.75789E-06	7.75789E-06	0.000783547	0	2.32737E-05	1.55158E-05	0	0.000310316	0	0	7.75789E-06	0	2.32737E-05	7.75789E-06	-0.492673383	0.21732843	0.285448979	-100	0.542951177	-0.483774436	0.269016947	0.690220798	-0.628612692	0.476612367	-1.3872538	-0.724640132	-0.421361877	-100	-1.281465684	-1.013583188	-100	-1.704524027	-100	-100	0.564760541	-100	-2.220450255	-0.083284797
677	677	<table><tr><td>Meso-level field:</td><td>677</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Journals:</td><td>zootaxa; journal of arachnology; zookeys; journal of natural history; invertebrate systematics</td></tr><tr><td>Terms:</td><td>opiliones; oonopidae; pseudoscorpione; chilopoda; polydesmida</td></tr><tr><td>No. of pub.:</td><td>4667</td></tr><tr><td>Avg. pub. year:</td><td>2009.07</td></tr></table>	0.0518	0.0302	4	406	24597	4667	2009.0651	12109	55	4	6	2	1	1	0	1	0	0	0	2	22	0	1	1	1	20	0	1	0	0	1	0	0.004542076	0.000330333	0.000495499	0.000165166	8.25832E-05	8.25832E-05	0	8.25832E-05	0	0	0	0.000165166	0.00181683	0	8.25832E-05	8.25832E-05	8.25832E-05	0.001651664	0	8.25832E-05	0	0	8.25832E-05	0	0.556139911	1.307512159	0.449633289	1.6219946	-1.174220017	-0.879017535	-100	-0.06759238	-100	-100	-100	3.687471692	0.791970082	-100	0.545683639	1.398528636	2.189972032	0.707587797	-100	4.910817961	-100	-100	-0.393300932	-100
678	678	<table><tr><td>Meso-level field:</td><td>678</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of public health management and practice; disaster medicine and public health preparedness; public health reports; american journal of public health; biosecurity and bioterrorism-biodefense strategy practice and science</td></tr><tr><td>Terms:</td><td>compartment syndrome; rhabdomyolysis; crush syndrome; emergency preparedness; pandemic influenza</td></tr><tr><td>No. of pub.:</td><td>6314</td></tr><tr><td>Avg. pub. year:</td><td>2008.64</td></tr></table>	-0.8015	0.3659	2	614	33530	6314	2008.6443	19163	77	1	1	0	1	2	0	0	3	2	0	2	31	0	2	1	1	36	1	0	0	0	7	0	0.00401816	5.21839E-05	5.21839E-05	0	5.21839E-05	0.000104368	0	0	0.000156552	0.000104368	0	0.000104368	0.001617701	0	0.000104368	5.21839E-05	5.21839E-05	0.00187862	5.21839E-05	0	0	0	0.000365287	0	0.37932303	-1.354731549	-2.797572919	-100	-1.836463724	-0.541261242	-100	-100	0.898863002	-0.021447031	-100	3.025227984	0.624491066	-100	0.883439931	0.736284928	1.527728325	0.893340996	2.515621722	-100	-100	-100	1.751810282	-100
679	679	<table><tr><td>Meso-level field:</td><td>679</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Journals:</td><td>journal of power sources; vehicle system dynamics; proceedings of the institution of mechanical engineers part d-journal of automobile engineering; international journal of automotive technology; ieee transactions on vehicular technology</td></tr><tr><td>Terms:</td><td>lead acid battery; lithium ion battery; charge estimation; hybrid electric vehicle; steer</td></tr><tr><td>No. of pub.:</td><td>11655</td></tr><tr><td>Avg. pub. year:</td><td>2010</td></tr></table>	0.8885	0.235	3	620	64625	11655	2010.0034	105036	127	6	15	5	14	2	0	9	1	0	1	0	22	0	4	0	0	57	2	1	0	0	3	1	0.001209109	5.71233E-05	0.000142808	4.76027E-05	0.000133288	1.90411E-05	0	8.56849E-05	9.52055E-06	0	9.52055E-06	0	0.000209452	0	3.80822E-05	0	0	0.000542671	1.90411E-05	9.52055E-06	0	0	2.85616E-05	9.52055E-06	-1.353267365	-1.224257589	-1.345170865	-0.172809554	-0.483597344	-2.995749783	-100	-0.014399627	-3.14058804	-100	-1.091874226	-100	-2.324762167	-100	-0.57104861	-100	-100	-0.898182533	1.061133181	1.794085712	-100	-100	-1.92507068	0.212094778
680	680	<table><tr><td>Meso-level field:</td><td>680</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>journal of alloys and compounds; international journal of hydrogen energy; journal of physical chemistry c; journal of power sources; rare metal materials and engineering</td></tr><tr><td>Terms:</td><td>ammonia borane; hydrogen storage alloy; mgh2; bh4; naalh4</td></tr><tr><td>No. of pub.:</td><td>12906</td></tr><tr><td>Avg. pub. year:</td><td>2009.07</td></tr></table>	0.9497	-0.3207	3	491	81100	12906	2009.0725	137613	209	19	65	5	25	5	5	17	3	4	1	0	47	0	3	0	0	27	2	0	0	0	5	1	0.001518752	0.000138068	0.000472339	3.63338E-05	0.000181669	3.63338E-05	3.63338E-05	0.000123535	2.18003E-05	2.9067E-05	7.26676E-06	0	0.000341538	0	2.18003E-05	0	0	0.000196202	1.45335E-05	0	0	0	3.63338E-05	7.26676E-06	-1.024325803	0.04897454	0.38057347	-0.562542437	-0.036828959	-2.063554572	-0.088370767	0.513405329	-1.945358423	-1.865668455	-1.481607109	-100	-1.619337817	-100	-1.375818992	-100	-100	-2.365917928	0.671400297	-100	-100	-100	-1.577837969	-0.177638105
681	681	<table><tr><td>Meso-level field:</td><td>681</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>nucleic acids research; plos one; journal of biological chemistry; journal of the american chemical society; molecular and cellular biology</td></tr><tr><td>Terms:</td><td>g quadruplex; leukocyte telomere length; telomeres; telomere shortening; dyskeratosis congenita</td></tr><tr><td>No. of pub.:</td><td>13059</td></tr><tr><td>Avg. pub. year:</td><td>2008.44</td></tr></table>	-0.6033	-0.2496	2	718	279757	13059	2008.4354	100107	268	17	34	1	26	17	4	6	5	9	0	2	101	1	7	1	0	67	0	0	0	0	2	0	0.002677135	0.000169818	0.000339637	9.98931E-06	0.000259722	0.000169818	3.99572E-05	5.99359E-05	4.99466E-05	8.99038E-05	0	1.99786E-05	0.00100892	9.98931E-06	6.99252E-05	9.98931E-06	0	0.000669284	0	0	0	0	1.99786E-05	0	-0.206521838	0.347583774	-0.095257596	-2.425396626	0.478828475	0.161054081	0.048775044	-0.530021105	-0.749318922	-0.236669548	-100	0.640080466	-0.05664128	2.428489678	0.305647335	-1.64886259	-100	-0.595642333	-100	-100	-100	-100	-2.440692158	-100
682	682	<table><tr><td>Meso-level field:</td><td>682</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>american journal of neuroradiology; pediatric neurology; journal of neurology; brain & development; journal of the neurological sciences</td></tr><tr><td>Terms:</td><td>posterior reversible encephalopathy syndrome; reversible cerebral vasoconstriction syndrome; acute necrotizing encephalopathy; primary angiitis; reversible splenial lesion</td></tr><tr><td>No. of pub.:</td><td>3469</td></tr><tr><td>Avg. pub. year:</td><td>2008.47</td></tr></table>	-1.0478	-0.15	2	464	23968	3469	2008.4725	12059	45	1	3	1	2	2	0	0	1	2	0	0	25	0	0	0	0	11	0	0	0	0	1	0	0.003731653	8.29256E-05	0.000248777	8.29256E-05	0.000165851	0.000165851	0	0	8.29256E-05	0.000165851	0	0	0.00207314	0	0	0	0	0.000912182	0	0	0	0	8.29256E-05	0	0.272602745	-0.686518389	-0.544397259	0.627964052	-0.168250565	0.126951917	-100	-100	-0.017886339	0.646766128	-100	-100	0.982364105	-100	-100	-100	-100	-0.148939228	-100	-100	-100	-100	-0.38733148	-100
683	683	<table><tr><td>Meso-level field:</td><td>683</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>platelets; british journal of cancer; plos one; anticancer research; clinical and applied thrombosis-hemostasis</td></tr><tr><td>Terms:</td><td>mean platelet volume; red cell distribution width; glasgow prognostic score; platelet index; carcinosarcoma</td></tr><tr><td>No. of pub.:</td><td>3513</td></tr><tr><td>Avg. pub. year:</td><td>2011.29</td></tr></table>	-0.9312	-0.2216	2	543	66989	3513	2011.2912	10344	57	4	2	1	2	3	2	1	5	5	1	0	30	0	0	0	0	8	1	0	0	0	5	0	0.005510441	0.000386698	0.000193349	9.66744E-05	0.000193349	0.000290023	0.000193349	9.66744E-05	0.000483372	0.000483372	9.66744E-05	0	0.002900232	0	0	0	0	0.000773395	9.66744E-05	0	0	0	0.000483372	0	0.834955759	1.534797706	-0.908043664	0.849280147	0.05306553	0.933230513	2.323451817	0.159693167	2.525357851	2.190010319	2.252143571	-100	1.466714606	-100	-100	-100	-100	-0.387054751	3.405150977	-100	-100	-100	2.15591271	-100
684	684	<table><tr><td>Meso-level field:</td><td>684</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>ocean engineering; renewable energy; journal of fluids engineering-transactions of the asme; wind energy; journal of the american helicopter society</td></tr><tr><td>Terms:</td><td>centrifugal pump; wind turbine blade; marine propeller; horizontal axis wind turbine; helicopter rotor</td></tr><tr><td>No. of pub.:</td><td>7569</td></tr><tr><td>Avg. pub. year:</td><td>2009.93</td></tr></table>	0.9123	0.1721	3	521	27910	7569	2009.928	61692	45	3	6	6	5	2	1	5	0	0	0	0	3	0	2	0	0	12	0	0	0	0	2	3	0.00072943	4.86287E-05	9.72573E-05	9.72573E-05	8.10478E-05	3.24191E-05	1.62096E-05	8.10478E-05	0	0	0	0	4.86287E-05	0	3.24191E-05	0	0	0.000194515	0	0	0	0	3.24191E-05	4.86287E-05	-2.082370397	-1.456529031	-1.899370401	0.85795341	-1.201295612	-2.228021225	-1.25283742	-0.094667975	-100	-100	-100	-100	-4.431502726	-100	-0.803320051	-100	-100	-2.378381488	-100	-100	-100	-100	-1.742304622	2.564785837
685	685	<table><tr><td>Meso-level field:</td><td>685</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of pediatric endocrinology & metabolism; journal of clinical endocrinology & metabolism; annals of human biology; pediatrics; journal of adolescent health</td></tr><tr><td>Terms:</td><td>premenstrual syndrome; central precocious puberty; primary dysmenorrhea; vitex; menarche</td></tr><tr><td>No. of pub.:</td><td>3590</td></tr><tr><td>Avg. pub. year:</td><td>2008.4</td></tr></table>	-0.6982	0.282	2	614	46745	3590	2008.4036	18882	102	10	19	1	11	11	3	0	6	4	0	3	35	0	0	1	0	17	0	0	0	0	2	0	0.00540197	0.000529605	0.001006249	5.29605E-05	0.000582565	0.000582565	0.000158881	0	0.000317763	0.000211842	0	0.000158881	0.001853617	0	0	5.29605E-05	0	0.000900328	0	0	0	0	0.000105921	0	0.806273682	1.988508397	1.471666445	-0.018937257	1.644279745	1.939482227	2.040196914	-100	1.920174853	0.99986482	-100	3.631502335	0.820889623	-100	-100	0.757596779	-100	-0.167809314	-100	-100	-100	-100	-0.034232789	-100
686	686	<table><tr><td>Meso-level field:</td><td>686</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>synthetic metals; journal of applied polymer science; sensors and actuators b-chemical; electrochimica acta; polymer</td></tr><tr><td>Terms:</td><td>aniline co; toluidine; polyaniline film; polyaniline nanostructure; chemical oxidative polymerization</td></tr><tr><td>No. of pub.:</td><td>14996</td></tr><tr><td>Avg. pub. year:</td><td>2008.26</td></tr></table>	0.8647	-0.3055	3	681	218759	14996	2008.2576	132913	132	6	26	4	14	3	1	7	7	5	1	0	39	0	5	0	1	33	0	0	0	0	2	0	0.000993131	4.51423E-05	0.000195617	3.00949E-05	0.000105332	2.25712E-05	7.52372E-06	5.2666E-05	5.2666E-05	3.76186E-05	7.52372E-06	0	0.000293425	0	3.76186E-05	0	7.52372E-06	0.000248283	0	0	0	0	1.50474E-05	0	-1.63715627	-1.563855927	-0.89122008	-0.834335987	-0.823195681	-2.75038562	-2.360164316	-0.716568044	-0.672831456	-1.493605815	-1.431472563	-100	-1.838389904	-100	-0.588718853	-100	-1.266358554	-2.026276765	-100	-100	-100	-100	-2.849631519	-100
687	687	<table><tr><td>Meso-level field:</td><td>687</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>peptides; regulatory peptides; british journal of pharmacology; international journal of molecular medicine; biochemical and biophysical research communications</td></tr><tr><td>Terms:</td><td>adrenomedullin; urotensin ii; neuromedin u; calcitonin receptor; receptor activity modifying protein</td></tr><tr><td>No. of pub.:</td><td>3010</td></tr><tr><td>Avg. pub. year:</td><td>2006.45</td></tr></table>	-0.7738	-0.0075	2	516	40306	3010	2006.4505	30357	84	5	11	0	3	8	0	3	5	8	2	0	47	0	0	2	0	10	0	0	0	0	0	0	0.002767072	0.000164707	0.000362355	0	9.8824E-05	0.000263531	0	9.8824E-05	0.000164707	0.000263531	6.58827E-05	0	0.001548243	0	0	6.58827E-05	0	0.000329413	0	0	0	0	0	0	-0.158851877	0.303490756	-0.00184709	-100	-0.915207014	0.795032968	-100	0.191420623	0.972122806	1.314847179	1.698908526	-100	0.561177818	-100	-100	1.072579138	-100	-1.618361701	-100	-100	-100	-100	-100	-100
688	688	<table><tr><td>Meso-level field:</td><td>688</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of agricultural and food chemistry; journal of nutrition; food chemistry; nutrition and cancer-an international journal; british journal of nutrition</td></tr><tr><td>Terms:</td><td>soy isoflavone; genistein; equol; daidzein; phytoestrogen</td></tr><tr><td>No. of pub.:</td><td>8541</td></tr><tr><td>Avg. pub. year:</td><td>2008.08</td></tr></table>	-0.3705	-0.1628	2	687	155636	8541	2008.0836	62077	249	16	31	4	13	23	5	9	17	23	0	0	120	1	3	3	2	39	0	0	0	0	3	0	0.004011147	0.000257744	0.00049938	6.44361E-05	0.000209417	0.000370508	8.05451E-05	0.000144981	0.000273853	0.000370508	0	0	0.001933083	1.6109E-05	4.83271E-05	4.83271E-05	3.22181E-05	0.000628252	0	0	0	0	4.83271E-05	0	0.376803019	0.949533048	0.460887989	0.264015489	0.168240591	1.286565311	1.060115254	0.744353511	1.70562794	1.806379522	-100	-100	0.881449948	3.117901794	-0.227332971	0.625512026	0.831992922	-0.68691719	-100	-100	-100	-100	-1.166317542	-100
689	689	<table><tr><td>Meso-level field:</td><td>689</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>obesity surgery; surgery for obesity and related diseases; surgical endoscopy and other interventional techniques; obesity; international journal of obesity</td></tr><tr><td>Terms:</td><td>sleeve gastrectomy; laparoscopic roux; gastric bypass; laparoscopic adjustable gastric banding; gastroplasty</td></tr><tr><td>No. of pub.:</td><td>11411</td></tr><tr><td>Avg. pub. year:</td><td>2009.46</td></tr></table>	-0.7498	0.1552	2	668	127076	11411	2009.4561	58707	271	7	22	1	8	16	0	2	11	21	2	4	125	0	4	2	5	64	1	2	0	0	32	0	0.004616145	0.000119236	0.000374742	1.70337E-05	0.00013627	0.00027254	0	3.40675E-05	0.000187371	0.000357709	3.40675E-05	6.8135E-05	0.002129218	0	6.8135E-05	3.40675E-05	8.51687E-05	0.00109016	1.70337E-05	3.40675E-05	0	0	0.00054508	0	0.579476431	-0.162585727	0.0466496	-1.655458208	-0.451672824	0.843529658	-100	-1.345045187	1.15812302	1.755661292	0.747405216	2.410018884	1.02086994	-100	0.268230831	0.121075828	2.23444732	0.108206894	0.900412622	3.633365153	-100	-100	2.32924626	-100
